,room,censor,"(1, 1)","(1, 0)","(0, 1)","(0, 0)"
68,r32,reliable_sensor4,0.3641025641025641,0.6358974358974359,0.530581800099453,0.469418199900547
69,r33,reliable_sensor4,0.48330241187384043,0.5166975881261595,0.5200302343159486,0.4799697656840514
70,r35,unreliable_sensor1,0.4222737819025522,0.5777262180974478,0.5238578680203045,0.4761421319796954
71,c1,reliable_sensor3,0.366076527698458,0.633923472301542,0.3553846153846154,0.6446153846153846
72,c2,unreliable_sensor1,0.5093492894540015,0.4906507105459985,0.5009398496240601,0.49906015037593987
73,c2,reliable_sensor3,0.39790575916230364,0.6020942408376964,0.31954887218045114,0.6804511278195489
74,c3,reliable_sensor2,0.17070805043646944,0.8292919495635306,0.1583941605839416,0.8416058394160584
75,c3,unreliable_sensor2,0.9165858389912707,0.08341416100872939,0.14452554744525548,0.8554744525547445
76,c3,unreliable_sensor1,0.4772065955383123,0.5227934044616876,0.527007299270073,0.472992700729927
77,c3,reliable_sensor1,0.483996120271581,0.516003879728419,0.5145985401459854,0.4854014598540146
78,c4,unreliable_sensor2,0.4944271065537227,0.5055728934462773,0.21518987341772153,0.7848101265822784
79,c4,unreliable_sensor1,0.5225144895229603,0.4774855104770397,0.26582278481012656,0.7341772151898734
80,o1,reliable_sensor2,0.15789473684210525,0.8421052631578947,0.16859122401847576,0.8314087759815243
81,o1,unreliable_sensor2,0.4419237749546279,0.558076225045372,0.5050038491147036,0.49499615088529636
82,o1,unreliable_sensor1,0.9310344827586207,0.06896551724137931,0.1447267128560431,0.8552732871439569
83,o1,reliable_sensor1,0.5281306715063521,0.47186932849364793,0.47882986913010006,0.5211701308698999
